source,prediction,reference,bleu
sie und all ihre schwestern verkaufen ihnen bilder von sich auf ihren jeweiligen paywall-apps.,they and all their fishermen sell them from their own pay,"she, and all of her sisters, are selling you pictures of themselves on their respective paywalled apps.",0.0256
sie verkauft von ihr gemachte bilder von cindy crawfords tochter an die zeitschrift love.,"it sold from your opinion of cindy, the daughter of",shes selling pictures of cindy crawfords daughter she photographed to love magazine.,0.0205
"und in ihrer freizeit ist sie im reality tv zu sehen. vermutlich nur, um ihre schwester kourtney und deren kinder zu sehen.","and in your leisure, it is in the tv, but it","and, in her downtime, possibly just as a way still to see sister kourtney and her kids, shes on reality television.",0.009
gemeinderechtszentren weisen jährlich 160.000 leute ab,"together with more powers, 160000 people are absten","community legal centres turn away 160,000 people a year",0.0245
"mehr als 160.000 der hilfsbedürfigsten des landes werden jährlich von den gemeinderechtszentren abgewiesen, während sich die branche auf die auswirkungen weiterer mittelkürzungen auf bereits überlastete transaktionen gefasst macht.",more than 160000 of the aid of the country are being rejected,"more than 160,000 of the nations most vulnerable are turned away from community legal centres every year, with the sector bracing itself for the impact further funding cuts will have on already-stretched operations.",0.0098
"in queensland werden bereits drei von fünf personen - meistens ältere personen, immigranten, hilfsbedürftige arbeiter, opfer von gewalttaten und diejenigen, die über keine mittel für ungerechte delogierungen und ähnliches verfügen - bei ihrem ansuchen auf kostenlose rechtsberatung und rechtsbeistand abgewiesen.",the commission has not been able to have a situation in which,"in queensland, three out of five people - mostly the elderly, immigrants, vulnerable workers, victims of violence and those without resources to fight unfair evictions and the like - are already turned away while seeking free legal advice and representation.",0.0022
"juristische dienstleistungen der gemeinde, die bereits übermäßig ausgelastet sind, machen sich für weitere kürzungen bereit.",anyist services of the communities that have already been over-,"community legal services, already stretched beyond limits, are bracing for further cuts.",0.0173
"ab juni nächsten jahres ist vorgesehen, dass diese rechtszentren weitere 30 prozent ihrer bundesmittel verlieren werden.","in june next year, these legal centres will lose further","from june next year, those legal centres are slated to lose another 30 per cent of their federal funding.",0.0559
"der direktor der gemeindrechtszentren von queesland james farrell sagte, dass die letzte erhebung der nationalen vereinigung von gemeinderechtszentren ergab, dass bereits tausende von leuten jedes jahr abgewiesen werden.",the director of the anti-grass roots centres of que,director of community legal centres queensland james farrell said the latest national association of community legal centres census report found thousands of people were already being turned away each year.,0.0062
"farrell sagte, dass die situation ohne eine aufhebung des beschlusses der bundesregierung nur noch schlimmer werden würde.","today, the situation would only be worse, without lifting the","mr farrell said without a reversal of the federal government decision, the situation was only going to get worse.",0.0228
"queenslands gemeinderechtszentren sind chronisch unterfinanziert, was bedeutet, dass tausende von leuten von wichtigen diensten, die sie benötigen, abgewiesen werden, sagte er.",the latter is a more complex case of the sub-saharan ce,"queenslands community legal centres are chronically underfunded, meaning thousands of people are turned away from the vital services they need, he said.",0.0082
"leute, die gewalttätige beziehungen verlassen, leute mit unüberschaubaren und erdrückenden schulden, familien, die durch trennungen gehen, arbeiter, die ungerechterweise entlassen wurden - all diese leute haben probleme rechtlicher art und diese erhebung zeigt, dass sie nicht die hilfe erhalten können, die sie benötigen.",the commission has been able to take a number of cases of,"people leaving violent relationships, people with unmanageable and crippling debts, families going through separation, workers who are unfairly sacked - all of these people have problems with legal dimensions, and this report shows that theyre not able to get the help they need.",0.0032
"die bundesregierung wird ab juni 2017 die mittel um 30 prozent kürzen, was bedeutet, dass tausende von hilsbedürftigeren leuten aus queensland gezwungen sein werden, mit ihren rechtlichen problemen ohne jegliche hilfe zurechtzukommen.",the federal government will shortly shortly be reduced by 30%,"the federal government will cut funding by 30 per cent from june 2017, which means thousands more vulnerable queenslanders will be forced to navigate complex legal problems without help.",0.0435
"wir fordern den generalbundesanwalt und bundesjustizminister sowie senatoren von queensland george brandis dazu auf, diese mittelkürzungen umgehend aufzuheben, sodass die leute die hilfe, die sie benötigen, bei rechtlichen problemen erhalten können.",the commission has been able to give the european parliame,"we call on the attorney-general, and queensland senator george brandis to immediately reverse these funding cuts, so people can get the help they need when theyre faced with a legal problem.",0.0034
"letztes jahr erfüllte die landesregierung ihre zusage, mittel für rechtshilfen auf den nationalen durchschnitt anzuheben.","last year, the country has promised its commitment to give","last year, the state government delivered on its commitment to bring legal aid funding up to the national average.",0.0714
"es ist jetzt an der zeit, sich die bedürfnisse der gemeinderechtszentren und ihrer kundengemeinden anzusehen sowie, dass die regierung palaszczuk in diese wichtige arbeit investiert.",it is time to consider the needs of the communities and their customers,"its now time to look at the needs of community legal centres and their client communities, and for the palaszczuk government to invest in this important work.",0.0398
donald trump wahlkampagne angeklagt nachdem mitarbeiter angeblich waffe zog,it is the case that the election campaign has been accused of,donald trump campaign sued after staffer allegedly pulled a gun,0.017
"new york: donald trumps kampagne ist wegen angeblicher untätigkeit angeklagt worden, nachdem ihr mitgeteilt wurde, dass ihr kampagnenleiter für north carolina im februar eine schusswaffe auf einen mitarbeiter gerichtet habe, während sie im februar in einem jeep unterwegs waren.",new york: the campaign has been accused of being used for,new york: donald trumps campaign was sued for allegedly doing nothing after being told that the director of its north carolina operations pulled a gun on a staffer as they drove in a jeep in february.,0.0056
"der vorfall wird in einer anklageschrift beschrieben, der am mittwoch im landesgericht von charlotte durch vincent bordini eingereicht wurde, einen ehemaligen softwareprogrammierer für die kampagne in diesem bundesstaat.",the incident is described in a sense of a,"the incident was described in a lawsuit filed on wednesday in state court in charlotte by vincent bordini, a former software trainer for the state campaign.",0.0236
"bordini gab an, monatelang gewartet zu haben, dass die angelegenheit intern geregelt werden würde, bevor er realisierte, dass  das nicht geschehen würde.","broadly, i was waiting for a month to wait for",bordini said he waited for months for the situation to be handled internally before realising this was not going to happen.,0.0099
"der kampagnenleiter, earl philip,  zog eine pistole, legte seinen rechten zeigefinger auf den abzug, und rammte den lauf in vincents kniekehle, gab bordini in seiner anklage an.","the campaign, mr philip, was a very friendly","the director, earl phillip, produced a pistol, put his right index finger on the trigger, and drove the barrel into vincents knee cap, bordini said in the complaint.",0.0027
"nachdem er sich bei der örtlichen und regionalen kampagnenleitung beschwert hatte, stellte bordini fest, dass bereits mindestens vier weitere personen dieselbe erfahrung mit phillip gemacht hatten, gab er in der anklageschrift an.","after the case of local and regional campaigns, it was a sign","after complaining to local and regional campaign leadership, bordini learned that at least four other people had experience the same thing with phillip, according to the filing.",0.0274
"waffen müssen nicht abgefeuert werden, um schaden anzurichten, gab bordini an.","it is not necessary to go to damage, bi.","guns dont have to fire to inflict damage, bordini said in the complaint.",0.0202
"die anklage kommt nur zwei tage nachdem der republikanische präsidentschaftskandidat einen aufruhr auslöste, als er einer menschenmenge in north carolina sagte, dass die second amendment leute - schusswaffenbesitzer und waffenfreunde - maßnahmen ergreifen sollten, falls seine rivalin hillary clinton gewählt werden und richter ernennen sollte.",the european union has been presented as a human, after the republican presidential nominee caused a furore when telling a crowd in north carolina that the second amendment people -- understood to be gun owners and gun enthusiasts -- could take action if his rival hillary clinton were elected and gets her pick of judges.,0.0005
"trumps kampagne stellte klar, dass die medien seine worte aus dem kontext gerissen hätten und dass er nicht zur gewalt anstacheln würde.",the media has clearly made it clear that the media had had said,trumps campaign said the media had taken his words out of context and that he wasnt advocating violence.,0.0595
bordinis beschwerde verlangt schadensersatz von der kampagne für die verletzung der sorgfaltspflicht und von philip wegen körperverletzung und bleibender seelischer schäden.,b parallel complaints calls for damage to the campaign to violation of the,"bordinis complaint seeks compensation from the campaign for negligent supervision, and from phillip for assault, battery and infliction of emotional distress.",0.0211
trumps pressesprecherin hope hicks war für eine stellungnahme nicht zu erreichen.,"then, in the light of the case of the en",trump spokeswoman hope hicks didnt immediately return a message seeking comment.,0
"versuche, philip zu kontaktieren schlugen ebenso fehl.",it is also wrong to try to contact philipos.,attempts to reach phillip were unsuccessful.,0.024
"wccb, ein lokaler nachrichtensender in charlotte, meldet, dass phillip nicht länger mitarbeiter der kampagne ist.","wccb, a local news in the present,","wccb, a local news affiliate in charlotte, reported phillip recently left the campaign.",0.1931
"auf anrufe bei seinem beratungsunternehmen, innovative consulting services, wurde nicht reagiert.",the call for an appeal to his advisory enterprises,"a call left at his consulting firm, innovative consulting services, wasnt immediately returned.",0.0183
der republikanische präsidentschaftskandidat donald trump hat bisher eine kontroverse kampagne geführt.,the republican presidency s presidency has,republican presidential candidate donald trump has run a controversial campaign.,0.0249
"das verfahren lautet bordini v. donald j. trump for president inc., 16-cs-14300, oberstes gericht, county of mecklenburg (charlotte).","the procedure is battei v. mr president,","the case is bordini v. donald j. trump for president inc., 16-cs-14300, general court of justice, superior court division county of mecklenburg (charlotte).",0.0044
berlin/schwerin: umfrage vor länder-wahlen: spd und cdu verlieren,it is a very difficult: survey before countries elections: the first,berlin/schwerin: poll ahead of regional elections: spd and cdu lose out,0.0189
bei den anstehenden wahlen in den bundesländern mecklenburg-vorpommern (4. september) und berlin (18. september) zeichnen sich erhebliche verluste für die regierungsparteien spd und cdu ab.,the elections in the federal countries of the federal countries (4.,"ahead of the elections in the federal states of mecklenburg-vorpommern (4 september) and berlin (18 september), considerable losses are looming for the governing parties of the spd and the cdu.",0.0717
dies ergaben repräsentative umfragen des meinungsforschungsinstituts insa für die bild-zeitung (freitag).,this sensentation of the legislative institute of opinion in,"these are the findings of a representative poll carried out by insa, a polling institute, on behalf of bild newspaper.",0.0093
"während die rot-schwarze regierungskoalition im norden knapp weiter regieren könnte, ist dies nach den umfragewerten in berlin nicht möglich.",while the red-faral coalition could go beyond the north,"while the red-black ruling coalition in the north might just be able to continue in office, this will not be possible in berlin, according to the poll.",0.0103
"in beiden bundesländern wäre die spd aber die stärkste partei und hätte damit gute chancen, weiterhin den regierungschef zu stellen.","in both federal countries, however, the most largest party would have","however, the spd was the strongest party in both states, with good chances of putting forward the head of the government.",0.024
"in mecklenburg-vorpommern stürzte die spd von 35,6 prozent vor fünf jahren auf 24 prozent ab.","in the first place, the amendment of 35","in mecklenburg-vorpommern, the spd plummeted from 35.6 percent to 24 percent in five years.",0.0156
"die partei läge damit laut umfrage nur noch knapp vor der cdu, die wieder auf 23 prozent kommen könnte.","the party, according to the survey, is only just just just","according to the poll, this puts the party only slightly above the cdu, who had 23 percent.",0.0614
der dritte platz ist zwischen der linken und der afd umstritten.,the third place is controversial between the left and the,the left and the afd will fight over third place.,0.2778
"die linke käme auf 19 prozent (zuvor 18,4 prozent), die afd wäre mit 19 prozent erstmals im landtag vertreten.",the left would be at 19% (to 18.4%,"the left had 19 percent (previously 18.4 percent), and, with 19 percent, the afd could be in the regional parliament for the first time.",0.0088
"die grünen zögen trotz leichter verluste mit 6 prozent (zuvor 8,7 prozent) wieder in den schweriner landtag ein.","the greens are in a more easily reduced, despite the least","despite small losses (from 8.7 percent to 6 percent), the greens will return to schwerins regional parliament.",0.0256
npd und fdp wären mit jeweils 3 prozent nicht im landtag vertreten.,the european union would not be represented by 3%,"the npd and the fpd, with 3 percent each, will not be represented in the regional parliament.",0.0524
"bei der berliner abgeordnetenhauswahl käme die spd der umfrage zufolge nur noch auf 23 prozent (wahl 2011: 28,3 prozent).","according to the berlin house, the survey of the survey","according to the poll, the spd would only receive 23 percent in berlins elections to the house of representatives (2011 elections: 28.3 percent).",0.0339
"die cdu erreichte nur noch 18 prozent nach 23,4 prozent.",the fact that the lives was only 18% after 23.4,"the cdu would only take 18 percent, after having taken 23.4 percent.",0.0244
"sie läge damit noch hinter den grünen mit 19 prozent (2011: 17,6 prozent), aber vor den linken mit 15 prozent (vorher 11,7 prozent).",it is still behind the greens of 19% (c.,"this would put them behind the greens with 19 percent (2011: 17.6 percent), but ahead of the left, with 15 percent (previously 11.7 percent).",0.0241
die afd wäre mit 14 prozent erstmals im abgeordnetenhaus vertreten.,the afd would be represented for the first time,"the afd would be represented in the house for the first time, with 14 percent.",0.3065
"mit 5 prozent könnte die fdp auf eine rückkehr hoffen, die piraten würden dagegen im gegensatz zu 2011 den einzug verpassen.","with 5%, the foys could hope to return the pir","with 5 percent, the fpd could hope to return, but the pirates, by contrast, would miss out - unlike in 2011.",0.0413
nokia 9000 communicator: das erste smartphone,"okia, mr president, mr president,",nokia 9000 communicator: the first smartphone,0
e-mail und internet in zeitlupe: vor 20 jahren kam der nokia communicator auf den markt.,"e-mail and internet in time: 20 years ago, the",email and the internet in slow motion: the nokia communicator was brought to market 20 years ago.,0.0326
die nachfolger dominieren heute die welt - sein hersteller erlebte ein desaster.,the successor is now the world - its manufacturers have experien,its successors have now conquered the world - but its manufacturer is in the midst of a disaster.,0.0631
das gerät wog fast ein halbes kilogramm und war mehr als viermal so schwer wie ein iphone 5.,"the amount of over half a kil, and more than four times","the device weighed almost half a kilogram, and was more than four times as heavy as an iphone 5.",0.1512
"es war dicker und größer, es lag deshalb auch nicht gut in der hand.","it was a resounding and greater, so it was not","it was thicker and larger, and harder to hold.",0.0494
"im gegenteil, es war ziemlich klobig.","on the contrary, it was rather more than a very very good","indeed, it was quite bulky.",0.036
"der eingebaute speicher betrug anfangs acht megabyte, das würde heute für ungefähr zwei selfies mit hoher auflösung reichen.","the re-establishment of eight meg, which would be",the in-built storage originally held eight megabytes - enough today for around two high-resolution selfies.,0.0138
ein iphone wird mittlerweile mit mindestens 16 gigabyte ausgeliefert.,a year is now being spent at least 16 of the m,"now, an iphone holds at least 16 gigabytes.",0.0843
"der nokia 9000 communicator kam vor genau 20 jahren, am 15. august 1996, in die geschäfte - und es war das erste smartphone.",the first of the first of the first-rate.,"the nokia 9000 communicator was released for sale exactly 20 years ago, on 15 august 1996 - and it was the first smartphone.",0.01
"für ein paar euro können liebhaber die geräte noch im internet kaufen, doch sie stammen irgendwie aus der steinzeit des internetzeitalters.","for a few euro-fift, the equipment can","the device is still available online for fans to buy for a couple of euros, even though it comes from the stone age of the internet.",0.0051
vor 20 jahren jedoch war der communicator eine sensation.,"however, 20 years ago, the president of the","however, 20 years ago, the communicator sparked a sensation.",0.4562
der finnische mobiltelefon-hersteller hatte das produkt ein paar monate zuvor auf der computermesse cebit in hannover als büro im westentaschenformat angekündigt.,the finnish mobile mobile mobile phone manufacturers announced a few months before the,"the finnish mobile phone manufacturer had presented the product a couple of months previously at the cebit computer trade fair in hanover, billing it as the office you can fit in your pocket.",0.0226
"in der tat, das neue mobiltelefon konnte für damalige standards eine menge: sms und e-mails konnten gesendet und empfangen werden, auch per fax war der communicator zu erreichen.","in fact, the new mobile phone could have been able to","the new mobile phone could really do a lot by standards back then: it could send and receive sms messages and emails, and could even be contacted by fax.",0.0683
"sogar der zugriff auf webseiten war per html-browser möglich, wenn auch quälend langsam.",even the access to website was possible by the first-,"you could even access websites via a html browser, even though it was painfully slow.",0.0168
"ein taschenrechner war verfügbar, ein digitales adressbuch und ein elektronischer kalender.","a pockets was available, a single-class-class and a","there was a calculator, a digital address book and an electronic calendar.",0.0238
"es gab eine kleine antenne, und das handy konnte ähnlich wie ein laptop aufgeklappt werden.","there was a small ante, and the mobile mobile mobile mobile mobile","there was a small antenna, and the phone could be folded open like a laptop.",0.1964
dann fanden sich eine kleine tastatur und ein schwarz-weiß-bildschirm.,then a small-scale and black white-women,this revealed a small keyboard and a black and white screen.,0.0234
"ziemlich stolz war der preis: 2700 d-mark, also etwa 1400 euro.","the price was the price: 2700 dmark, that is","the price was fairly high: 2700 deutschmarks, around 1400 euros.",0.1141
der durchschnittliche verkaufspreis eines smartphones in deutschland lag 2015 bei 392 euro.,the average price of a single-crit in germany was eur,"in 2015, the average sale price of a smartphone in germany was 392 euros.",0.1338
"niemand konnte im august 1996 ahnen, dass der communicator der beginn der smartphone-ära werden würde.",nobody could be able to reject in august 1996 that the,"in august 1996, nobody had any idea that the communicator heralded the start of the smartphone era.",0.0345
"die klugen telefone sind eine erfolgsgeschichte, wenn auch nicht für nokia.","the wise ones are a success story, albeit not for the pres",smartphones are a success story - even if the same cannot be said for nokia.,0.0746
"die handy-sparte der finnen erlebte ein beispielloses desaster, wurde schließlich an microsoft verkauft und abgewickelt.",the population parties of fin have witnessed a unprecedented disaster,"the mobile phone branch of the finnish company experienced an unprecedented disaster, and was eventually sold to microsoft and wound up.",0.0092
"den markt beherrschen heute anbieter, die alle viel später kamen als nokia.","the market is currently under market suppliers, who all",today the market is dominated by providers who came to the game much later than nokia.,0.0586
"immer und überall online sein, das ist heute für sehr viele menschen alltag.","even and online, this is today a very many people","for many people today, being online all day, no matter where you are, is simply a fact of life.",0.0216
2015 gab es weltweit nahezu zwei milliarden smartphone-nutzer.,"in the world, there were almost two billion-00 users.","in 2015, there were around two billion smartphone users around the world.",0.0457
"verkauft wurden etwa 1,4 milliarden geräte, auf samsung und apple entfallen davon alleine 555 millionen stück.","the waste was produced about 1.4 billion equipment,","around 1.4 billion devices were sold, and samsung and apple alone make up 555 million of them.",0.0191
der weltweite umsatz mit den geräten liegt bei rund 400 milliarden euro.,the global turnover with equipment is around eur 400 billion.,global sales of the devices amount to around 400 billion euros.,0.027
dazu kommen die gut laufenden geschäfte der zahllosen app-anbieter und der telekommunikationskonzerne.,"to this end, the well-known business of countless appeals",this is in addition to the flourishing businesses of innumerable app providers and telecommunications firms.,0.0174
rund um das smartphone ist inzwischen eine ganze industrie entstanden.,"then, in fact, a whole industry has now been",an entire industry has now sprung up around smartphones.,0.1187
"der entscheidende durchbruch zum massenmarkt kam erst anfang 2007, damals kündigte apple-chef steve jobs auf der mac-world die einführung des iphones an.",the crucial breakthrough on the mass market was only the start of 2007,"the decisive moment when the mass market was broken into was only at the start of 2007, when the apple ceo at the time, steve jobs, announced the introduction of the iphone at mac world.",0.0574
"er versprach drei geräte in einem: ein musikspieler, ein telefon und einen internet-kommunikator, alles per touch-bildschirm leicht zu bedienen.","he promised three appliances in one: a music, a telephone and","he promised three devices in one: a music player, a telephone and an internet communicator - and everything could be accessed easily via touchscreen.",0.0652
"der siegeszug von apple begann, noch heute ist das iphone das wichtigste produkt des konzerns.","the presentation of this was started by transatlantic, today","apples triumphant march began, and the iphone is still the companys most important product today.",0.0123
"nokia, motorola und blackberry, die den markt beherrschten, hatten das nachsehen.","okia, the amendment and the market,","nokia, motorola and blackberry, who used to dominate the market, lost out.",0.0351
"sie verschwanden schließlich, blackberry hat zu kämpfen.","they were finally disappeared, then they have been fighting.","they eventually disappeared, and blackberry had to fight for its existence.",0.0228
das sagen haben nun apple und asiatische anbieter wie samsung.,that is what is now being said by transatlantic and asian suppliers.,"apple, and asian providers such as samsung, now hold sway.",0.0399
das smartphone ist 20 jahre nach seiner erfindung eine selbstverständlichkeit.,"the year 20 years after his inventions, is an","20 years after their invention, smartphones are a fact of life.",0.095
im schnitt schaut heute jeder deutsche inzwischen 88 mal am tag auf sein handy.,"today, every german is now now holding a thousand thousand thousand","nowadays, every german looks at their phone an average of 88 times a day.",0.0336
"wir müssen alle lernen, das smartphone auch mal wegzulegen, sagte gerade janina kugel, im siemens-vorstand für personal zuständig.","we must learn to put the time to the first time, just","we all need to learn to put our phones down from time to time, said janina kugel, siemens hr director.",0.0592
permanente erreichbarkeit gilt mittlerweile als fluch und segen zugleich.,perman have now been a fluch and sense,being permanently contactable has become a blessing and a curse.,0.0257
england muss den olympischen geist lenken und heathrow erweitern,england must extend the olympic spirit and then,britain must channel the olympic spirit and expand heathrow,0.3226
"heathrow wird nicht nur in unseren örtlichen kommunen und in ganz london, sondern im ganzen land erneuerung und wohlstand bringen.",heathrow will not only be in our local local communities and,"heathrow will also deliver regeneration and prosperity not just in our local communities and across london, but across the country.",0.0787
"für mich stellte das die größte attraktion heathrows dar, genauso wie damals in 2012 in london, als wir einen großen aufwand betrieben, um sicherzustellen, dass all unsere nationen und regionen von den spielen profitierten.","for me, the biggest of the first-rate, as in","for me, this was the great attraction of heathrow, just as it was with london 2012, where we made enormous efforts to ensure that all our nations and regions benefited from the games.",0.0046
die olympiade brachte große vorteile für stratford und das east end.,the end of the world was great benefits for the,the olympics achieved huge benefits for stratford and the east end.,0.048
"und das werden wieder erreichen, indem wir für ortsansässige und firmen in der nähe von heathrow neue möglichkeiten schaffen.",and that will be achieved by creating new opportunities for local and firms,"and, we will do so again by creating opportunities for local people and firms close to heathrow.",0.0859
"für unsere örtlichen gemeinden werden wir alleine bereits 10.000 neue lehrstellen, 40.000 neue arbeitsplätze schaffen und der jugendarbeitslosigkeit in der flughafenumgebung ein ende bereiten.","for our local communities, we will be going to put an e","for our local communities alone well create 10,000 new apprenticeships, 40,000 new jobs and bring an end to youth unemployment around the airport.",0.0383
"so wie sie uns in london 2012 voraus waren, wird es solche geben, die denken werden, dass die herausforderung der erweiterung heathrows zu groß ist.","as you had before us in london 2012, there will be such","just as there were ahead of london 2012, there will be those that think the challenge of heathrow expansion is too great.",0.1442
"mir wurde gesagt, dass england nie für die spiele bereit sein wird und, dass wir uns auf der weltbühne blamieren werden.",i have been told that england will never be ready,i was told that britain would be never be ready for the games and that we would be embarrassed on the world stage.,0.0375
die zweifler hatten 2012 unrecht und sie werden auch bei heathrow falsch liegen.,the double-citizens were wrong and they will also,the doubters were wrong on 2012 and they will be proved wrong on heathrow.,0.0855
"es gibt immer hindernisse zum überwinden, aber heathrow beantwortet jede ihm gestellte frage.","there are always obstacles to overcoming, but the question","there are always obstacles to be overcome, but heathrow is answering every question asked of it.",0.223
wie die olympischen spiele ist heathrow für viele und nicht für einzelne ein infrastrukturprojekt.,"as the olympic games is, for many and not","like the olympics, heathrow is an infrastructure project for the many, not just the few.",0.0162
"erweiterung ist eine möglichkeit, um bis zu 180.000 neue arbeitsplätze, £211 mrd. an witschaftlichem wachstum zu schaffen und ein vermächtnis von fähigkeiten und beschäftigung sowohl um den flughafen als auch in ganz gb zu hinterlassen.",enlargement is an opportunity to,"expansion is an opportunity to create up to 180,000 new jobs, £211bn in economic growth, leaving a legacy of skills and employment both around the airport and across the uk.",0.0045
"wir haben ein tolles team in heathrow, das ein £11 mrd. teures infrastrukturinvestitionsprogramm in zeit und budget umgesetzt hat, vom t5 - das fünf jahre in folge zum weltbesten flughafenterminal gewählt wurde, bis zum t2, das inmitten der zwei frequentiertesten laufstege der welt gebaut wurde.",the ten billion infrastructure investment programme has,"we have a great team at heathrow who have implemented an £11bn programme of infrastructure investment on time and on budget, from t5 - voted the worlds best airport terminal five years in a row, to t2, built in the middle of the worlds busiest two runways.",0.0003
"jetzt stehen sie bereit einen dritten laufsteg zu liefern, was durch £16 milliarden an privaten investitionen unterstützt wird.",now you are prepared to provide a third-party,"now they stand ready to deliver a third runway, backed by £16 billion of private investment.",0.0134
"die londoner spiele von 2012 waren ein großer erfolg für gb und ich bin zuversichtlich, dass die erweiterung von heathrow ebenfalls einer sein wird.",the london games of 2012 were a great success for,the london 2012 games were a great success for the uk and i am confident that heathrow expansion will be too.,0.1601
"es ist zeit, dass wir diesen olympischen geist lenken und heathrow erweitern sowie dabei unseren künftigen handel sichern und ein vermächtnis von fertigkeiten und beschäftigung erschaffen, auf das england stolz sein kann.",it is time that we extend this olympic,"it is time for us to channel that olympic spirit and expand heathrow, securing our trading future and creating a legacy of skills and employment that britain can be proud of.",0.0088
lord paul deighton ist vorsitzender des heathrow boards und ehemaliger commercial secretary to the treasury, mr paulight deighton is chairman of the,lord paul deighton is chairman of the heathrow board and former commercial secretary to the treasury,0.17
"adblock plus, facebook im katz-und mausspiel bezüglich anzeigenblockierung","adblock plus, in the katzund-","adblock plus, facebook in cat-and-mouse game over ad blocking",0.0565
"für unternehmen, die mit onlinewerbung geld verdienen kommen laut einem der softwarehersteller versuche, anzeigenblockierung zu umgehen, einem katz- und mausspiel gleich.","for companies who deserve online advertising, according to a","for companies that make money from online advertising, attempts to circumvent ad-blocking software amount to a cat-and-mouse game, according to one of the companies that makes that software.",0.0119
"am donnerstag, nur zwei tage nachdem facebook ankündigte, dass es anzeigeblockierungen auf seiner desktopseite blockieren würde, veröffentlichte adblock plus einen blogpost, in dem es mitteilte, dass anwender ihre filter im programm aktualisieren könnten, um erneut werbung im sozialen netzwerk zu blockieren.",the commission would block it to its own-de,"on thursday, just two days after facebook announced it would be blocking ad blockers on its desktop site, adblock plus published a blog post saying that users could update their filters in its program to block ads on the social network once again.",0.0005
"am dienstag teilte facebook mit, dass seine desktopseite die codierung bezüglich seiner werbeanzeigen ändern würde, um es anzeigeblockierungen die erkennung darüber, welcher teil der seite werbung ist, zu erschweren zu erkennen.","on tuesday, then, the council told the","on tuesday, facebook said that its desktop website would change the coding around its ads in order to make it more difficult for ad blockers to detect which parts of a page are ads.",0.0016
"aber adblock verkündete, dass es einen neuen weg gefunden hat, die neuen codes zu umgehen.",but adblock stated that it has found a new,but adblock now says it has gotten around the new codes.,0.0607
"in einem blogpost schrieb der sprecher von adblock ben williams, dass diese art hin-und-her-kampf zwischen der anzeigeblockierenden open source community und den umgehern bereits seit der erfindung von anzeigeblockierern im gange ist, und, dass es möglich ist, dass facebook bald mit einer neuen lösung kommt.",i would like to point out that this type of,"person ben williams wrote that this sort of back-and-forth battle between the open source ad-blocking community and circumventers has been going on since ad blocking was invented, and that it is possible facebook would come up with its own fix soon.",0.0024
"die tatsache, dass sich das weltgrößte unternehmen für soziale medien in den kampf eingelassen hat, ist ein starkes indiz dafür, wie besorgniserregend anzeigeblockierer für die branche geworden sind.",the fact that the world has invited the largest company,the fact that the worlds largest social media company has entered the fight is a strong indication of just how big a concern ad blockers have become for the industry.,0.0423
weltweit verwenden laut einer studie vom letzten jahr von pagefair und adobe rund 200 millionen leute anzeigeblockierer; fast viermal so viel 2013.,the entire world is using a study of,"globally, roughly 200 million people use ad blockers, according to a study last year from pagefair and adobe; nearly quadruple the number who used such software in 2013.",0.0053
"mit 1,03 milliarden täglich aktiven anwendern, die auf facebook über ihre mobilen endgeräte zugreifen, macht handywerbung 84 prozent der werbeeinnahmen facebooks aus.",with 1.03 billion active active use of every,"with 1.03 billion daily active users accessing facebook via mobile devices, mobile advertising now accounts for 84 per cent of facebooks advertising revenue.",0.024
"das unternehmen hat es auf anzeigenblockierer auf desktop pcs abgesehen, da mobile anzeigenblockierer keine wirkung auf facebooks mobiler app für das soziale netzwerk und instagram haben, teilte ein sprecher mit.",the company has left to the car-ww,"the company is going after ad blockers on desktop however, because mobile ad blockers are not effective in facebooks mobile apps for the social network and instagram, a spokesperson said.",0.0029
"werbung auf desktop pcs macht einen genügend großen anteil der einnahmen aus, sodass facebook die investition eines solchen schrittes als lohnenswert erscheint.",the advertising of the environment is,desktop ads still account for enough revenue that facebook judged such a move to be worth the investment.,0.0055
"am dienstag teilte facebook mit, dass es sein anzeigenpräferenzentool aktualisieren würde, um den leuten mehr kontrolle über auf sie abgezielte werbung zu haben.","on tuesday, then, the council told us","also on tuesday, facebook said it would be updating its ad preferences tool to give people more control over how ads are targeted to them.",0.0053
"am donnerstag behauptete facebook, dass adblocks neue filter besorgniserregend wären, weil sie auch inhalte auf der seite blockieren würden, die keine werbung sind.","on thursday, on thursday, on thursday, i",on thursday facebook claimed that adblocks new filters were concerning because they would also block some non-advertising content on the site.,0.0053
"für die nutzer stellt das keine positive erfahrung dar, daher planen wir, das problem anzusprechen, teilte ein sprecher von facebook in einer e-mail-mitteilung mit.","for users, this is not a positive experie","this isnt a good experience for people and we plan to address the issue, a facebook spokesperson said in an e-mailed statement.",0.0064
"anzeigenblockierer sind ein stumpfes mittel, weshalb wir uns stattdessen auf entwicklertools wie ad preferences konzentriert haben, um mehr kontrolle in die hände der leute zu legen.","then, a single-criticism,","ad blockers are a blunt instrument, which is why weve instead focused on building tools like ad preferences to put control in peoples hands.",0.0001
frau bei vermutlichem selbstmord auf schweizer autobahn überfahren,mrs denmark on swiss motorway is over,woman run over on swiss motorway in apparent suicide,0.132
das opfer lag mitten in der nacht auf der autobahn.,the victims were at the night in the motorway.,the victim was lying on the motorway in the middle of the night.,0.0387
