source,prediction,reference,bleu
"ein französischer regisseur mit jüdischen wurzeln entfesselte einen medienaufruhr, nachdem er verraten hatte, dass das kempinski bristol hotel in berlin keine israelische vorwahl aufgelistet hat, da es arabische gäste laut einem mitarbeiter angefordert hätten.","a french president, with jewish roots, a media, after he had been told that the preside","a french filmmaker of jewish origin unleashed a media furor after he revealed that the kempinski bristol hotel in berlin does not list israels dial code, with employee citing requests from arabic customers.",0.0172
"claude lanzmann, autor der holocaustdokumentation shoah ließ seinen ärger im kempinski bristol hotel in berlin aus, indem er einen offenen brief an die deutsche zeitung faz schrieb.","mr president, mr president, commissioner, the holocaust document 44ah, was denied his","claude lanzmann, an author of holocaust documentary shoah, vented his frustration at the kempinski bristol hotel in berlin, writing an open letter in the german outlet faz.",0.0064
während seines letzten aufenthalts versuchte lanzmann israel auf der ländervorwahlliste des hotels zu finden.,"during his last residence, israel tried to find the worlds country-wwists of the hotels.","during his recent stay, lanzmann tried to find israel in the list of dial codes provided by the hotel.",0.072
"das land war allerdings nicht zwischen den ländern aufgelistet, die direkt aus dem hotelzimmer angerufen werden können.","the country was not, however, drawn up between countries that can be called directly from the entry.",the country however was not mentioned among the states one can call directly from the room.,0.0779
"wie ist es im jahr 2016 in berlin, der hauptstadt des neuen deutschlands, möglich, dass israel eliminiert und gelöscht wurde?","how is it in berlin, the capital of the new germany, possible that israel was abolished and removed?","how is it possible, in 2016 in berlin, the capital of the new germany, that israel was eliminated and eradicated?",0.4899
"stattdessen bietet das kempinksi bristol eine möglichkeit, israel über ein eigenes call center anzuwählen.","instead, the present of the presentation of the european union, the president of the commission","instead, kempinski bristol offers an opportunity to dial israel via an own call center.",0.0132
nach einer erklärung suchend wandte sich der regisseur an die hotelrezeption.,"after a statement, the hotel is a question of a hotel. is a declaration of","seeking explanation, the filmmaker addressed the issue at the hotels reception.",0.0132
"die antwort, die er dort erhielt, schockte ihn, wie lanzmann schrieb.","the answer he received there is shocking him, as the president-in-office of the council.","the answer he got there, lanzmann wrote shocked him.",0.0707
"der hotelangestellte sagte, dass die maßnahme eine absichtliche entscheidung des managements der kempinski hotels sei.",the hotel has said that the measure was a intention of the management of theded hotels.,the hotels clerk said that the measure was a deliberate decision by the management of kempinski-hotels.,0.3938
"der grund, der dahinter stand, löste im regisseur noch mehr wut aus.",the reason that was behind was a great deal of experience in the first place is even more experien,the reason behind the move triggered even more outrage by the filmmaker.,0.0337
"der großteil unserer gäste sind araber und sie haben verlangt, dass die vorwahl gelöscht wird, wurde der angestellte von lanzmann zitiert.","the majority of our guests are, and you have requested that the election was removed, the employees of the house were quoted.","the majority of our guests are arabs and they demanded israels code to be deleted, the employee was quoted as saying by lanzmann.",0.1738
"der israelische botschafter in deutschland yakov hadas-handelsman nannte dies eine große schande, berichtet die süddeutsche zeitung.","the israeli ambassador in germany y, ydedasas trafficking, was a great disgrace, reported by the southgerman newspaper.","israeli ambassador to germany yakov hadas-handelsman called the case a great shame, suddeutsche zeitung reports.",0.0381
wir waren von diesem ereignis entsetzt und bestürzt.,we were entering this event and dispensed. is a matter is,we were appalled and shocked by the incident.,0.0441
das ist wirklich sehr beschämend.,that is really very shameful. is a real time we have a great deal,it is in itself a great shame.,0.0334
"die tatsache, dass sich dies in deutschland in genau dieser hotelkette zugetragen hat, ist sogar eine noch größere schande.",the fact that this in germany has been in the precise hotel chain is even even more disgrace.,"the fact that it has occurred in germany and at that very hotel chain, is an even greater disgrace.",0.0756
"wir erwarten, dass das hotel die richtigen schlussfolgerungen zieht, sagte der amtsträger.","we expect the hotel to draw the right conclusions, said that the office office office.","we expect that the hotel draws the right conclusions, the official said.",0.1083
"der vorfall löste eine ziemlich große resonanz im internet aus, bei dem die leute das ganze einen skandal nannten.","the incident was a rather large-scale internet, which the people have described the whole scandal.","the incident triggered quite a response online, with people calling it a scandal.",0.0351
"manche unterstellten dem kempinski hotel, dass es den angeblichen aufforderungen arabischer gäste nachgegeben hätte.",some were under the amendment of the hotel that the alleged requirements of arab guests would have bee,some alleged that the kempinski hotel simply caved in to the alleged demands of arabic customers.,0.0372
"schämt euch, hieß es in einem anderen beitrag, in dem darauf hingewiesen wurde, dass das hotel, das sich am noblen kurfürstendamm befindet, in der nähe einer synagoge steht.","all you said, in another contribution, that the hotel, which is the most noble kurdish, is close to a single-","shame on you, another post stated, pointing out that the hotel, located in the noble kurfurstendamm street stands near a synagogue.",0.0579
"das hotel wies schnell alle anschuldigungen von sich und nannte den vorfall ein versehen und entschuldigte sich bei lanzmann, berichtet der spiegel.",the hotel was quick to hear all the accusations of the incident and asked the apologies to be reported in the case,"the hotel itself was quick to brush off any accusations, calling what happened an oversight and apologizing to lanzmann, der spiegel reports.",0.0588
"es gab nie eine direkte anweisung, israel nicht in die schnellwahlliste aufzunehmen, zitierte die süddeutsche zeitung einen sprecher des kempinski hotels.","there has never been a direct seat to include israel in the rapid-wageists, the southgerman newspaper has me","there was never a direct order not to include israel in the fast dial list, suddeutsche zeitung quoted a kempinski representative as saying.",0.1865
"es fügt hinzu, dass die ländervorwahl nun hinzugefügt wurde.",it is also a way of adding to the countries elections. is now,it adds that the code was now added.,0.0204
polizei setzt tränengas & gummigeschosse gegen protestierende brasilianische studenten ein,"the police is a democratic democratic, and then, the portuguese students, are being protesting against protesting",police use tear gas & rubber bullets against protesting brazilian students,0.0288
"studenten stießen am donnerstag in der brasilianischen stadt sao paulo mit der polizei zusammen, als sie sich versammelten, um gegen die reformen der regierung für das öffentliche bildungssystem zu demonstrieren.","women are in the field of students in the brazilian city of the south of the police, when",students clashed with police in the brazilian city of sao paulo on thursday as they gathered to demonstrate against government reforms to the public education system.,0.1402
die polizei setzte tränengas und gummigeschosse gegen die demonstranten ein.,the police were a dead gas and the entry to the demonstrators. is a matter is a,police used tear gas and rubber bullets against the protesters.,0.0289
"die schwierigkeiten fingen an, als polizeibeamte versuchten die studenten auseinanderzutreiben, was dazu führte, dass die polizei gummigeschosse und tränengas einsetzte.","the difficulties are being made to the police as police, the students tried to address what led to the police and the dependent on the use of the police.","the trouble started when law enforcement officers tried to disperse the students, which led to the police using rubber bullets and tear gas.",0.106
"mehrere hundert studenten nahmen an den demonstrationen teil, um ihre bestürzung über die pläne auszudrücken.",several hundred students were part of demonstrations to express their disregards over the plans. is a matter of the european union. is a,several hundred students took part in the demonstration to express their dismay at the plans.,0.0828
"gemäß der vorschläge des gouverneurs des bundesstaats sao paulo geraldo alckmin, werden etwas weniger als 100 öffentliche schulen geschlossen, während 300.000 studenten umgesetzt werden, um geld zu sparen.","according to the proposals made by the federal state of the federal state, then, then, then, a little less than 100 public schools are closed, while 300000 st","under proposals from the governor of the state of sao paulo geraldo alckmin, just under 100 public schools will be closed, while 300,000 students will be relocated in order to save money.",0.0501
einige der protestteilnehmer sah man graffitits gegen den vorläufigen präsidenten michel temer an wände sprühen.,some of the protestings were used against the provisional president michel temer on the table. is a situation in the european union. is a situation in which we are,some of those taking part in the protest could be seen writing graffiti on the walls against the interim president michel temer.,0.0306
"die jüngsten proteste ereigneten sich einige tage nachdem demonstranten in massen auf die straßen gingen, um die suspendierte präsidentin dilma rousseff zu unterstützen, die durch ein votum des senats zu ihrer abberufung aus dem amt enthoben worden war.","i would like to say that a few days after demonstrators were in mass to the streets in order to support the suspensive president dilin rouss, which was postponed by a",this latest protest comes just days after protesters took to the streets en masse to support suspended president dilma rousseff as the countrys senate voted for her impeachment.,0.0467
handel zwischen russland & iran steigt plötzlich auf 71 % an - rt business,"trade between russia, iran suddenly increases from 71% to the business",trade between russia & iran surges 71% - rt business,0.0501
"mit der aufhebung der sanktionen wuchs laut dem russischen botschafter im iran, levan dzhagaryan, der handelsumsatz zwischen moskau und teheran im jahresvergleich um 70,9 prozent.","the lifting of sanctions under the russian ambassador in iran, mr dagan, the trade-related of moscow and teheran, is due to 70.9 per cent.","with the lifting of sanctions, trade turnover between moscow and tehran has grown 70.9 percent in year-on-year terms, according to russias ambassador to iran, levan dzhagaryan.",0.0539
"seit die internationalen sanktionen gegen den iran aufgehoben wurden, wuchs das interesse auf seiten russischer unternehmen an geschäften im land stark an, teilte der botschafter mit.","since the international sanctions have been lifted against iran, the interests of russian companies in the country were strong, the ambassador was informed. is a","since international sanctions against iran were lifted, there has been a surge in interest from russian firms in doing business in the country, the ambassador said.",0.0317
"russische unternehmen nehmen bestehende verbindungen mit dem iran auf, während neue firmen bereit sind, sich zugang zum markt zu verschaffen.","russian companies are currently in connection with iran, while new companies are prepared to make access to the market. is no longer, then the commission","russian companies are resuming existing ties with iran, while new firms are ready to get access to the market.",0.2419
"natürlich ist der weitere handelsausbau eine der größten prioritäten der bilateralen zusammenarbeit mit dem iran, sagte dzhagaryan.","of course, the further trade production is one of the main priorities of bilateral cooperation with iran, said dary. is no longer the council has been a","of course, the further expansion of trade is one of the main priorities of the bilateral cooperation with iran, dzhagaryan said.",0.4021
"er merkte an, dass der handelsumsatz zwischen russland und dem iran in den ersten fünf monaten des jahrs 2016 um 70,9 prozent im vergleich zu demselben zeitraum im jahre 2015 anstieg und $ 856 millionen betrug.",he was pleased that the trade-related between russia and iran in the first five months of the year of the year of the year of 70.9% per cent compared with,he noted that in the first five months of 2016 the trade turnover between russia and iran increased by 70.9 percent compared to the same period of 2015 and amounted to $856 million.,0.2365
"insbesondere stiegen die russischen importe in den iran um 91,5 prozent sprunghaft an und betrugen $ 697 millionen.","in particular, russian imports in iran by 91.5% is attended and is sending 697 million. is a moment.","in particular, russian exports to iran jumped by 91.5 percent and amounted to $697 million.",0.0661
russische importe aus dem iran stiegen um 16 prozent auf $ 158 millionen an.,russian imports from iran are by 16% to the single-fift of eur esne million. is a country is not a matter of the european union. is,russian imports from iran increased by 16 percent to $158 million.,0.104
"der handelsaufschwung wurde durch lieferungen von maschinen, landfahrzeugen und waffen erreicht, sagte der botschafter.","the trade has been achieved by suppliers of machinery, land vehicles and weapons, said ambassador. is a whole is a trade. is a whole","the boost in trade was achieved by supplies of machinery, ground vehicles and weapons, the ambassador said.",0.0613
dzhagaryan geht für dieses jahr von einer rekordzahl von iranischen touristen in russland aus.,"dagagary is going to be a record of iranian tourists in russia this year. is a year, the commission is going to be a record of iranian",dzhagaryan is also expecting a record number of iranian tourists to visit russia this year.,0.0698
"letztes jahr gab die russische auslandsvertretung rund 35.000 visas, in erster linie reisevisas, an iranische bürger aus.","last year, russian foreign representation was around 35 000, first of all, travelas, iranian citizens. is a first time, the russian repr","last year, the russian diplomatic mission in iran issued about 35,000 visas, mostly travel, to iranian citizens.",0.0318
"des weiteren erreichte der iran die top 20 der länder, was die touristenanzahl in russland betrifft.","furthermore, iran has reached the top 20 of countries in terms of tourists in russia. is a matter is a matter of the european union","in addition, for the first time iran entered the top 20 countries by number of tourists visiting russia.",0.0561
"man könnte sagen, dass die rekordzahlen iranischer touristen in russland vom letzten jahr, gebrochen werden,  sagte er.","you could say that the record of iran in russia was born last year, he said. is a matter, it was a matter of","its safe to say that last years record number of iranian tourists visiting russia will be broken, he said.",0.0281
"gleichzeitig besuchen nur relativ wenige russen den iran, etwas, von dem der botschafter hofft, dass es sich ändern wird.","at the same time, only a few russians, iran, something that hopes that it will change. is no longer the moment is not a matter of a few","at the same time, relatively few russians are visiting iran, something the ambassador hopes will change.",0.1223
"ich persönlich kann den besuch der städte isfahan, shiraz und yazd empfehlen, die monumente der alten persischen zivilisation in einem guten zustand erhalten haben,  sagte er.","i personally recommend that the visit of cities isf, shiraz and yazdd, who received monuments of the old persist civilisation in a good state","i can personally recommend to visit the cities of isfahan, shiraz and yazd that have preserved monuments of ancient persian civilization in good condition, he said.",0.033
zeugen gesucht: getränkemarkt in waldbröl überfallen,it is a desire to call for the market in the field of the market in the field of the oil in the first place,witnesses wanted: drinks cash-and-carry in waldbröl raided,0.0076
ein raubüberfall ist am donnerstagabend auf den getränkemarkt von rewe xxl an der waldbröler gerberstraße verübt worden.,a illegal case has been committed on thursday evening to the shipment of rewengenl to the end of the end of the end of the day.,a robbery took place on thursday evening in the drinks cash-and-carry of rewe xxl on walbröls gerberstraße.,0.0428
"unter vorhalt einer schusswaffe forderten drei dunkel gekleidete personen, die ihre gesichter vermummt hatten, von dem angestellten des getränkemarktes die herausgabe von bargeld und flüchteten anschließend zunächst zu fuß und dann vermutlich mit einem silberfarbenen vw-golf.","the european parliament called for three-year-old people who had been missing their own side, from the employees of the market of the market, then then then","three people dressed in dark clothing and with their faces covered brandished a gun and demanded that staff at the cash-and-carry hand over cash. they made a run for it on foot, and then probably got into a silver vw golf.",0.0061
"wieviel geld erbeutet wurde, teilt die polizei nicht mit.","as a result of money has been exploited, the police does not share. is a matter is not a matter of the european union. is",the police did not report how much money had been stolen.,0.0201
"die täter sollen zwischen 1,60 und 1,70 meter groß gewesen sein, also relativ klein.","the perpetrators should have been a relatively small one between 1,60 and 1.70 metres. is a relatively small one. is a situation","between 1.6 and 1.7 m tall, the perpetrators were relatively short.",0.0231
der getränkemarkt ist unmittelbar vom parkdeck des rewe-marktes aus zugänglich und schlecht einsehbar.,the oil market is directly accessible by the park of the rewe market and is bad. is a bad thing. is a real one. is,"the drinks cash-and-carry can be accessed directly from the rewe supermarkets car park, and is tricky to observe.",0.0251
"die täter müssen nach dem überfall in richtung gerberstraße, friedrich-engelbert-weg gerannt und von dem gegenüber der parkhauseinfahrt gelegenen schotterparkplatz mit dem silberfarbenen auto geflüchtet sein, möglicherweise in richtung b 256 (schladernring).","the commission has been able to go to the day after the case of the car, wish to be licence, with the car, perhaps in the direction of b-fct"," robbery, the perpetrators must have run towards gerberstraße along friedrich-engelbert-weg, and then fled, possibly towards the b 256 (schladern ring road) in the silver car from the schotterparkplatz opposite the entrance to the multi-storey car park.",0.0181
"wer zur tatzeit (gegen 19.45 uhr) beobachtungen gemacht hat, die im zusammenhang mit dem raubüberfall stehen, soll sich dringend bei der polizei melden.",those who have seen the tatzr (on 19.45 p.m) who are in connection with the abuse of the police are urgently being made.,anyone who saw anything around the time of the crime (around 7.45 p.m.) that is connected with the robbery should contact the police immediately.,0.0302
nagold: spiel und spaß bei sommerfreizeit,agoldold: game and mr sommer flames,nagold: fun and games at the summer fete,0.0293
"acht schöne und frohe tage verbrachten die kinder und jugendlichen der sozialpädagogischen tagesgruppe/sozialen gruppenarbeit des kinderschutzbundes nagold mit ihren betreuern auf ihrer sommerfreizeit in nussdorf, in der nähe von mühlacker.","the report has been a fine and frohen, the children and young people have been in the social ethics of the day-to-day-day-date social groups","children and young people from the youth work day group/social group work project from the child protection league of nagold spent eight gloriously happy days with their social workers during the summer camp in nussdorf, near mühlacker.",0.0721
im ruhig gelegenen freizeitheim hardtwäldle war die lebensfreudige gruppe während der ersten schulferienwoche einquartiert.,"in the usual opportunity for leisure cancer, the life-long group was a single-old week during the first school week. is a high time the first school week",the lively group spent the first week of the school holidays in the peacefully-located hartwäldle holiday camp.,0.0256
mehrere ganztagesausflüge standen auf dem programm.,"severalagenda on the programme. is a whole time, the european union has been a very different agenda.",there were several day trips on the agenda.,0.0269
zum einen ging es nach bretten mit dem besuch des streichelzoos.,"firstly, it was a visit to the render of the render. is a question is a question of the end of the day.",one trip saw the group head to bretten to visit the petting zoo.,0.0117
"zum anderen nach maulbronn, wo es im weltberühmten kloster eine spezielle kinderführung gab.","on the other hand, foot-and-mouth, where there was a special children in the field of the day. is then the commission is not doing","another saw them visit maulbronn, where there was a special childrens tour around the world-famous cloisters.",0.1542
der dritte ausflug führte nach pforzheim.,the third-general led to the end of the day. is then the third is the same time. is,the third trip took the group to pforzheim.,0.0272
im keltenmuseum in hochdorf erfuhr die gruppe viel über den alltag und die nahrung der kelten.,"in the k-developed, the group was killed in high-level, the group was much over the everyday life and food of the k. is a great",the group learnt lots about how the celts lived and what they ate in the celtic museum in hochdorf.,0.0261
"an den heißen tagen vergnügte sich die gruppe am tiefensee in maulbronn, welcher zum springen, schwimmen und planschen einlud.","the group of the european union in foot-fffifty days, which is the case, is a little more than the case, and is the way to put a decision.","on warm dates, the group cooled off at the tiefensee lake in maulbronn: perfect for jumping into, swimming around in, and paddling.",0.0179
"kulinarisch wurden kinder und betreuer mit deren selbst zubereiteten leibspeisen wie den sauren spätzle, dem seebronner pfännle, iselshauser-bloff, dem englischen-breakfast und tübinger bolognese verwöhnt.","the commission has been a member of the european union, children and children with their own-up-up-related donation, such as the dramatic-general,","children and carers cooked their own favourite meals, such as mini german spätzle dumplings in a sour sauce, traditional seebronner pfännle and iselshauser bloff, english breakfast, and tübingen-style bolognese.",0.0207
"in workshops wurde gebatikt, schöne schmuckstücke aus perlen und steinen erschaffen oder aus holz ein römische-mühle-spiel hergestellt.","in mr satisfied, fine-hul, the car of the people and then, were produced from the ground or from wood, a roman-c. is a","during workshops, children could practise baktik, make beautiful jewellery with pearls and stones, or create a roman windmill game from wood.",0.0117
"weitere höhepunkte der freizeit waren das angeln in einem nahegelegenen teich, die abende am feuer und der abschließende bunte abend.","further level of leisure goods were the one-sided, the fire and the final night. is a final point.","other highlights of the summer camp included fishing in a nearby pond, spending the evenings around a campfire, and the concluding gala night.",0.0237
am tag der heimreise lachte die sonne und die kinder und jugendlichen kehrten zufrieden heim.,"on the day, the sun and children and young people are satisfied. is a country is a day of the day. is a","when it came to go home, the sun was shining, and the children and young people headed home happy.",0.1317
haigerloch: pilgern zur pforte der barmherzigkeit,"haigern, the start of the past is a bit of the experience",haigerloch: pilgrims at the gates of mercy,0.0203
die ministranten aus der seelsorgeeinheit eyachtal-haigerloch st. anna waren unterwegs auf einer viertägigen pilgerwanderung von villingen nach freiburg.,"the students from the sense ofmitted, and anna was a fourth-hull-hull-hull-fift, were being left to a young-an",the ministrants from the chaplaincy of eyachtal-haigerloch st. anna went on a four-day pilgrimage from villingen to freiburg.,0.0302
gemeinsam wurden vier etappen bewältigt.,"together, four stages have been taken. is a matter is a matter of the european union. is a matter",they covered four stages together.,0.0215
"um die zeit bis zur nächsten romwallfahrt aller ministranten in voraussichtlich zwei jahren zu überbrücken, hat sich die oberministrantenrunde st. anna zur vorbereitung und durchführung einer mehrtägigen pilgerwanderung entschlossen.","in order to bridge the time until the next romewallpresent of all the people in two years, the upperminist round has been determined to prepare and implement a more","the committee of upper ministrants for st. anna had decided to prepare for and go on a pilgrimage lasting several days to bridge the gap to the next pilgrimage to rome for all ministrants, likely to take place in two years time.",0.0378
"verschiedene wallfahrtsziele wurde geprüft und man entschied sich schlussendlich für die bischofsstadt freiburg, wo in diesem jahr anlässlich des heiligen jahres der barmherzigkeit mit der hierzu geöffneten pforte der barmherzigkeit am freiburger münster ein besonderes pilgerziel geboten war.","during the last year, the wall-line goals were examined and then we decided to be a special target for the first-rate of the presentation of the present","various pilgrimage sites were discussed, and a decision was finally made to go to the bishops city of freiburg, where, to mark the holy year of mercy, this year the gates of mercy opened for this at freiburg cathedral are a particular pilgrimage site.",0.0066
"16 minis aus bittelbronn, gruol, haigerloch und heiligenzimmern machten sich auf den weg.","16 minis from bittel, gruol, ha-en and holy-hull, was on the path.","16 children from bittelbronn, gruol, haigerloch and heiligenzimmern set off.",0.0241
"am abend zuvor sandte pfarrer storost die pilger in einer kleinen feier in st. anna aus, segnete die pilgerkreuze und erteilte den pilgersegen.","on the evening, the sand, mrgeme, mrgement, then, the sand, mrgement, then, then, was the case in a","on the previous evening, father storost set the pilgrims off with a small celebration in st. anna, blessed the pilgrims cross and the pilgrims.",0.0231
"von horb aus wurde per bahn an den startpunkt villingen gefahren, wo auch ein münster unserer lieben frau steht und so der pilgerweg vom münster angetreten wurde.","there was a stop to the start of vill, where a single-much of our fellow women were also in the case of the presentation of the presentation","they took the train from horb to the starting point of villingen, where the cathedral of our lady is found. they started their pilgrimage from the cathedral.",0.0256
"die einzelnen tagestouren wurden morgens und abends je von einem kurzen impuls mit verschiedenen gebeten, liedern und schrifttexten umrahmt.","the individual day of the day, tomorrow and evening, have been asked for a short impetus with various cases, lien and documents.","the individual day trips were framed by brief moments every morning and evening with various prayers, songs and written texts.",0.0588
"aber auch unterwegs machten die minis an feldkreuzen, kapellen oder kirchen immer wieder rast um gemeinsam ein lied aus eigens zusammengestelltem pilger-liedheft zu singen.","but the minis has been re-establishing the field, the churches or churches, and again, to be a single-----------dd","even when they were out and about, the children took breaks at wayside crosses, chapels or churches to sing a song from the pilgrims songbook they had put together themselves.",0.009
für die übernachtungen standen jeweils pfarrheime der örtlichen pfarreien zur verfügung.,the fact that the accounts were available is that local obligations have been available. is then then case the commission is not doing so.,the rectory of each parish they reached was available for them to stay in overnight.,0.0094
an den etappenzielen sorgten alexandra burkhardt und heidi faller für ein schmackhaftes wie auch stärkendes abendessen und das frühstück.,"the stages were made by mr swiss and henn, and hennn, for a more stringent and strengthening evening and the benefit.","at each stage, alexandra burkhardt and heidi faller were responsible for creating a delicious, nourishing dinner and breakfast.",0.0137
weiter ging es am zweiten tag über furtwangen nach gütenbach.,the second day was about furquences after a high-quality note. is then the commission is now a second day,"the second day saw them head towards gütenbach, via furtwangen.",0.0504
"tags darauf trat man die etappe nach st. peter an, welche die anstrengenste wegstrecke war, mussten doch bei schwüler hitze zunächst rund 500 höhenmeter abgestiegen und danach wieder erklommen werden.","the first thing was to be the stage after st peter, which was the most important way of moving, has had to be the first of the heat of eur 500 million and once again.","the next day, they set off on the section towards st. peter, the most demanding section, seeing them climb around 500 metres in altitude in sweltering heat, and then descend again.",0.0159
die verdiente belohnung war abends ein gemeinsames grillen am badweiher.,the merit of the debt was a common grief on bad-up. is a good is a good. is a result of the european union is a common,they earned the reward of barbecueing together by the swimming pond.,0.0092
nach dem morgenimpuls am vierten pilgertag in der imposanten klosterkirche von st. peter ging es auf die schlussetappe nach freiburg.,"after tomorrow, the second-class decision was held in the most complicated form of st than the st-ante, the final word after then. is","after the morning session on the fourth day of the pilgrimage in the impressive cloisters of st. peter, they started off on the final stage to freiburg.",0.0248
sichtlich erleichtert und glücklich trafen die minis am späteren nachmittag am freiburger münster ein und durchschritten die pforte der barmherzigkeit.,it is clear that the minis was easier and happy to be able to make the licence on the later afternoon and by making the end of the day.,"the children gathered together in freiburg cathedral late in the afternoon, visibly relieved and happy, and passed through the gates of mercy.",0.0101
mit einem kleinen impuls wurde hier gott gedankt.,"that is a small impetus that god has been given. is a little is a small contribution. is a little more than then,",a brief moment was taken to thank god.,0.0083
in der abendmesse im münster wurden die am pilgerziel angekommenen minis von kooperator markus obert begrüßt.,"the final vote in the amendment in the amendment was welcomed by the european union, the minis of cooperative co-president, was welcomed.",the evening mass in the cathedral saw the children who had arrived at the pilgrimage site welcomed by chaplain markus obert.,0.0299
nach dem gottesdienst konnten die pilger die sakristei und den hochaltar besichtigen.,"after the god service, the amendment was able to send the amendment to the very high-quality. is a good is a good thing","after the service, the pilgrims were able to visit the sacristry and the high altar.",0.0326
am nächsten tag war noch zeit für die breisgaumetropole.,"on the next day, the breisgaet was still time. is then the same time is a time for the brenis","the next day, there was time to look around the city, located in the region of breisgau.",0.0589
nachmittags ging es per bahn zurück nach horb.,"after tomorrow, it was a rail back to hor-b. is then then case thenn place the same time. is",in the afternoon they took the train back to horb.,0.0238
"am schluss waren sich alle teilnehmer einig, dass die tage von spiritualität und einem starken gemeinschaftserlebnis geprägt waren.",the conclusion was that all participants agreed that the days of spirituality and a strong community was characterised. is then one is a strong community.,"at the end, all the participants agreed that the trip was characterised by spirituality and a strong sense of camaraderie.",0.2087
"schotte callum skinner stürmt nach hause, als brite gold für radsport erringt","checheche of call skinner was a home when british gold for radsport,",scot callum skinner storms home as brits grab cycling gold,0.0224
"schottlands callum skinner raste letzten abend im männerteam-sprint im velodrom in rio zum ruhm, als das britische team den titel von london 2012 verteidigte.","in the last night in the men-int in the velodrom in rio, the british team defended the title of london 2012. is",scotlands callum skinner raced to glory in the mens team sprint at the rio velodrome last night as the team gb trio defended the title from london 2012.,0.0582
"der 23-jährige aus glasgow nahm die ankerrolle ein, die sein landsmann sir chris hoy sich zu eigen gemacht hatte. der jungspund machte die legende stolz, als er nach hause stürmte, um einen sieg von den favoriten neuseeland einzuheimsen.","the 23-year-old from the year of the year, the role of the country of sir chris hoy was to be held, and the young people were proud of the power to be",the glaswegian 23-year-old was in the anchor role that his fellow scotsman sir chris hoy made his own and the youngster did the legend proud as he stormed home to snatch victory from the favoured new zealand outfit.,0.0426
"england beanspruchte vor vier jahren einen schockierenden sieg, während hoy das fünfte von sechs olympiagoldmedaillen holte.","england died four years ago, while hoy was the fifth of six olympicoldmedold leave. is a shocking victory.",britain claimed a shock victory four years ago to win as hoy claimed the fifth of his six olympic golds.,0.0677
"sie wiederholten den trick, nachdem sie im märz bei den bahn-weltmeisterschaften in london trotz des rücktritts hoys nur einen bescheidenen sechsten platz holten.","they have repeated the brain after she was in march in london, despite the withdrawal of hoys, only a modest sixth place. is a day is a very small one.","and they repeated the trick after finishing a lowly sixth at marchs track world championships in london, despite hoy having since retired.",0.045
das problem zwischen peking und london war der ersatz des anfahrers jamie staff.,the problem between beijing and london was the substitute of the motor of the staff staff. is a time is a question of beijing.,the issue between beijing and london was replacing specialist starter jamie staff.,0.1602
sie taten dies rechtzeitig als hindes auftauchte.,"they are doing so in time as a hinds. is a matter is a good thing. is a matter, then the",they did so just in time as hindes emerged.,0.0514
"hoys ruhestand erzeugte eine lücke, die kian emadi und matt crampton versuchten zu schließen.",i would like to say that a gap has been made to close kian embalanced and the amendment of the kian embalanced and the president-in-,hoys retirement also created a void which kian emadi and matt crampton tried to fill.,0.0107
"skinner war der mann, bei dem sie blieben, als sie potenzial in dem schotten sahen, das sich jetzt entfaltet hat.",the man was the man who left it as a potential in the absence of the potential that has now been developed.,"skinner was the man britains coaches stuck with, seeing potential in the scot which has now been realised.",0.098
"hindes, kenny - die vor vier jahren mit hoy siegten - und skinner setzten in den qualifikationsrunden einen olympiarekord, aber in den standardrunden siegten die neuseeländer in der ersten runde.","hindes, keny - who were forced to be hoy, and skinner in the qualifications round, but they were in the standard round, the amendments were","hindes, kenny - champions with hoy four years ago - and skinner set an olympic record in qualifying, but the standard was overtaken by new zealand in the first round.",0.0258
und das britische trio gewann das duell mit gold.,"and the british amendment was the return of gold. is the uk is a great deal of the european union., the",and the british trio won the duel for gold.,0.0514
"hindes lag nach seiner runde knapp zurück, aber kenny brachte das team nach vorne und skinner hielt es.","hindes was short after its round, but the team was a team and skinner. is a team was a team that was a good one.","hindes was narrowly behind after his lap, but kenny pushed the team in front and skinner held on.",0.0261
"ein strategiewechsel machte einen großen teil der transformation aus, bei dem hindes in einem höheren gang fuhr, um ihn zu verlangsamen und es kenny und vor allem skinner zu ermöglichen, das tempo zu halten.","a change of change was a large part of transformation, which was built in a higher way, in order to slow it and allow keny and, above all, skinner to keep the pace","a change of strategy was a big part of the transformation, with hindes riding a bigger gear to slow him down and allow kenny and, in particular, skinner to keep pace.",0.0746
"hoy sah von seiner position als bbc-experte aus zu und fiel skinner, kenny und hindes auf, als diese auf das podest stiegen.","i saw his position as bbc experts and was too skinner, kenyny and hindes, when this is the podest. is a position that was in the","hoy watched on from his position as a bbc pundit and caught the eye of skinner, kenny and hindes when they stepped on to the podium.",0.0498
der 23-jährige skinner aus glasgow sagte: es ist ein schmeichelnder vergleich.,"the 23-year-old-old, said: it is a blind comparison. is a great deal is a great deal of a disaster.","the 23-year-old skinner, from glasgow, said: its a flattering comparison.",0.0144
"ich bin nur hier, um mein bestes zu tun und mir einen namen zu machen.","i am only here to do my best and to make a name. is a matter, i am a good thing. is a",im just out there to do my best and make a name for myself.,0.1773
wir haben in der endrunde einen olympiarekord aufgestellt und die weltmeister besiegt.,we have set up a-up and we have set up a-up and the end of the day. is a matter is a single-gener,we set an olympic record in the final and beat the world champions.,0.0124
